Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group ,Top Offense Type
10/14/2020,0400,10/14/2020,2020,10,20146873,6D,100 B/O 45th St NE,Sexual Orientation,,Simple Assault
10/15/2020,1210,10/15/2020,2020,10,20147561,7D,4600 B/O Martin Luther King Jr Ave SW,Sexual Orientation,,Simple Assault
10/16/2020,1707,10/16/2020,2020,10,20148268,5D,900 B/O Rhode Island Ave NE,Gender Identity/Expression,,Simple Assault
10/17/2020,1749,10/17/2020,2020,10,20148749,3D,1700 B/O Columbia Rd NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
10/17/2020,2210,10/17/2020,2020,10,20148890,4D,5800 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
10/21/2020,1538,10/21/2020,2020,10,20150812,2D,2500 B/O Massachusetts Ave NW,Race,Black,Damage/Defacing/Destruction of Property
10/10/2020,0251,10/21/2020,2020,10,20150825,4D,600 B/O Irving ST NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
10/29/2020,1223,10/29/2020,2020,10,20154832,4D,900 B/O Peabody St NW,Race,Black,Simple Assault
11/9/2020,0229,11/9/2020,2020,11,20160241,5D,700 B/O K St NE,Gender Identity/Expression,,ADW
11/10/2020,0941,11/10/2020,2020,11,20160871,2D,2100 B/O P ST NW,Ethnicity/National Origin,Chinese,Simple Assault
11/14/2020,1615,11/14/2020,2020,11,20163102,2D,1000 B/O G St NW,Political Affiliation ,,Simple Assault
11/14/2020,2011,11/15/2020,2020,11,20163191,2D,1300 B/O Pennsylvania Ave NW,Political Affiliation ,,Riot Act
11/15/2020,1600,11/15/2020,2020,11,20163515,2D,800 B/O 16th St NW,Political Affiliation ,,Simple Assault
11/15/2020,0000,11/16/2020,2020,11,20163994,2D,5600 B/O Nevada Ave NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
11/21/2020,1352,11/21/2020,2020,11,20166437,2D,1500 B/O 14th St NW,Political Affiliation ,,Simple Assault
11/25/2020,1820,11/25/2020,2020,11,20168473,1D,100 B/O P St NW,Sexual Orientation,,Threats
11/27/2020,1135,11/27/2020,2020,11,20169151,5D,1600 B/O 1st St NE,Race,Black,Threats
12/6/2020,1234,12/6/2020,2020,12,20173485,1D,700 B/O F St NE,Ethnicity/National Origin,Asian,Simple Assault
12/7/2020,1527,12/7/2020,2020,12,20174403,1D,100 B/O G St SW ,Ethnicity/National Origin,Black/African,Threats
12/11/2020,2349,12/12/2020,2020,12,20176149,2D,1500 B/O K St NW,Political Affiliation ,,Simple Assault
12/12/2020,2030,12/12/2020,2020,12,20176565,2D,1100 B/O 14th St NW,Race,Black,Simple Assault
12/12/2020,1800,12/13/2020,2020,12,20176767,2D,900 B/O 11th St NW,Race,Black,Damage/Defacing/Destruction of Property
2/12/2020,1600,12/13/2020,2020,12,20176781,2D,1500 B/O M St NW,Race,Black,Damage/Defacing/Destruction of Property
12/12/2020,1500,12/13/2020,2020,12,20176873,2D,900 B/O Massachusetts Ave NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
12/15/2020,1522,12/15/2020,2020,12,20177768,5D,1700 B/O Rhode Island Ave NE,Ethnicity/National Origin,Latino/Hispanic,Simple Assault
12/21/2020,1802,12/21/2020,2020,12,20180662,3D,3000 B/O 16th St NW,Sexual Orientation,,Threats
10/12/2020,1500,12/22/2020,2020,12,20181259,2D,4500 B/O 40th St NW,Gender Identity/Expression,,Threats
12/23/2020,1452,12/23/2020,2020,12,20181549,2D,1300 B/O Pennslylvania Abe NW,Ethnicity/National Origin,Jewish,Displaying Symbols
12/30/2020,0446,12/30/2020,2020,12,20184289,7D,1200 B/O U St SE,Gender Identity/Expression,,ADW
1/6/2021,2245,1/6/2021,2021,1,21002827,5D,2700 B/O New York Ave NE,Ethnicity/National Origin,Jewish,Displaying Symbols
1/7/2021,0822,1/7/2021,2021,1,21002939,2D,900 B/O 17th St NW,Race,Black,Threats
1/9/2021,0016,1/9/2021,2021,1,21003823,4D,Unit B/O Sherman Cir NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
1/14/2021,0735,1/14/2021,2021,1,21006087,2D,4400 B/O Connecticut Ave NW,Ethnicity/National Origin,Mexican,Simple Assault
1/15/2021,1400,1/16/2021,2021,1,21007133,3D,1800 B/O Clydesdale Pl NW,Race,Black,Threats
1/16/2021,1933,1/16/2021,2021,1,21007312,3D,1600 B/O 16th ST NW,Race,Black,Threats 
1/19/2021,1541,1/19/2021,2021,1,21008545,3D,1500 B/O Park Rd NW,Ethnicity/National Origin,Latino/Hispanic,ADW
1/20/2021,1809,1/20/2021,2021,1,21009042,3D,1100 B/O U St NW,Sexual Orientation,,Simple Assault
1/4/2021,1845,1/25/2021,2021,1,21010978,7D,2200 B/O Hunter Pl SE,Race,Black,Damage/Defacing/Destruction of Property
1/26/2021,1619,1/26/2021,2021,1,21011703,2D,1200 B/O 33rd St NW,Ethnicity/National Origin,Chinese,Simple Assault
1/26/2021,1905,1/26/2021,2021,1,21011796,5D,1000 B/O Mount Olivet Rd NE,Sexual Orientation,,Simple Assault
2/10/2021,1612,2/10/2021,2021,2,21018353,2D,1700 B/O Pennsylvania Ave NW,Race,Black,Simple Assault
2/13/2021,0123,2/13/2021,2021,2,21020755,2D,1500 B/O 16th St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
3/2/2021,1515,3/2/2021,2021,3,21027015,5D,100 B/O R St NE,Ethnicity/National Origin,Jewish,Displaying Symbols
3/4/2021,2030,3/4/2021,2021,3,21028370,1D,400 B/O K St NW,Race,Asian,Simple Assault
3/5/2021,2017,3/5/2021,2021,3,21028665,5D,1900 B/O Bladensburg Rd NE,Race,White,Threats
3/10/2021,2045,3/10/2021,2021,3,21030972,5D,3600 B/O 12th ST NE,Ethnicity/National Origin,Chinese,Threats
3/13/2021,1303,3/13/2021,2021,3,21032249,5D,1300 B/O Bryant St NE,Race,Black,Threats
3/14/2021,1900,3/14/2021,2021,3,21033334,2D,1400 B/O Rhode Island Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols
3/17/2021,1045,3/17/2021,2021,3,21034649,2D,3400 B/O Connecticut Ave NW,Ethnicity/National Origin,Ethiopian,Threats
3/20/2021,1958,3/20/2021,2021,3,21035703,3D,1900 B/O 2nd ST NW,Sexual Orientation,,ADW
3/23/2021,1052,3/23/2021,2021,3,21036861,1D,300 B/O E St SW,Race,Black,Damage/Defacing/Destruction of Property
3/26/2021,1100,3/26/2021,2021,3,21038249,1D,300 B/O A St SE,Race,Black,Displaying Symbols
3/26/2021,1843,3/26/2021,2021,3,21038453,1D,400 B/O 7th St SW,Ethnicity/National Origin,Chinese,Simple Assault
3/28/2021,2341,3/29/2021,2021,3,21039497,5D,1500 B/O Queen St NE,Race,Black,Threats
3/29/2021,1430,3/29/2021,2021,3,21039732,1D,600 B/O Pennsylvania Ave SE,Ethnicity/National Origin,Chinese,Simple Assault
3/29/2021,1031,3/31/2021,2021,3,21040622,1D,Unit B/O Massachusetts Ave NE,Ethnicity/National Origin,Asian,Threats
4/2/2021,0845,4/2/2021,2021,4,21041559,4D,6700 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
4/2/2021,0850,4/2/2021,2021,4,21041567,4D,1600 B/O Jonquil St NW,Sexual Orientation,,Simple Assault
4/2/2021,1601,4/2/2021,2021,4,21041712,3D,3100 B/O 14th St NW,Ethnicity/National Origin,Pakistani,Simple Assault
4/4/2021,1906,4/4/2021,2021,4,21042735,4D,3400 B/O Georgia Ave NW,Ethnicity/National Origin,Chinese,Threats
4/5/2021,2130,4/5/2021,2021,4,21043301,1D,400 B/O D St NE,Race,Black,Simple Assault
4/6/2021,2332,4/7/2021,2021,4,21043895,5D,200 B/O L St NE,Gender Identity/Expression,,ADW
4/7/2021,1948,4/7/2021,2021,4,21044346,2D,1500 B/O 21st ST NW,Ethnicity/National Origin,Jewish,Displaying Symbols
4/9/2021,1700,4/9/2021,2021,4,21045246,5D,500 B/O Oklahoma Ave NE,Race,White,Simple Assault
4/11/2021,1315,4/11/2021,2021,4,21046067,5D,1500 B/O New York Ave NE,Gender Identity/Expression,,Threats
4/11/2021,1840,4/11/2021,2021,4,21046194,5D,Unit B/O Florida Ave  NE,Sexual Orientation,,Threats
4/15/2021,1820,4/15/2021,2021,4,21048092,3D,300 B/O Elm St NW,Ethnicity/National Origin,Asian,Simple Assault
4/17/2021,1510,4/19/2021,2021,4,21049761,1D,Unit B/O H St NW,Ethnicity/National Origin,Asian,Simple Assault
4/21/2021,2015,4/21/2021,2021,4,21050906,2D,1100 B/O 24th St NW,Race,Black,Threats
4/21/2021,2240,4/22/2021,2021,4,21050970,3D,1800 B/O 14th St NW,Ethnicity/National Origin,Hispanic,Simple Assault
4/24/2021,1240,4/24/2021,2021,4,21052163,1D,800 B/O F St NW,Ethnicity/National Origin,Asian,Simple Assault
4/24/2021,2030,4/24/2021,2021,4,21052372,3D,1900 B/O 14th St NW,Ethnicity/National Origin,Hispanic,Simple Assault
4/25/2021,1142,4/25/2021,2021,4,21052594,2D,1200 B/O 35th St NW,Ethnicity/National Origin,Japanese,Damage/Defacing/Destruction of Property
4/24/2021,1700,4/25/2021,2021,4,21052704,6D,4700 B/O Sheriff Rd NE,Sexual Orientation,,Threats
4/26/2021,2142,4/26/2021,2021,4,21053269,2D,3400 B/O Connecticut Ave NW,Ethnicity/National Origin,Ethiopian,Threats
5/4/2021,1346,5/4/2021,2021,5,21057281,5D,1300 B/O 14th St NE,Ethnicity/National Origin,Chinese,Simple Assault
5/5/2021,1455,5/7/2021,2021,5,21058845,1D,Unit B/O H St NW,Ethnicity/National Origin,Asian,Threats
5/7/2021,2322,5/8/2021,2021,5,21059162,1D,1100 B/O 4th ST SW,Sexual Orientation,,Threats
5/9/2021,1130,5/9/2021,2021,5,21059821,1D,1500 B/O Potomac Ave SE,Race,White,Simple Assault
5/9/2021,2154,5/9/2021,2021,5,21060076,1D,700 B/O 2nd St NE,Race,Black,Simple Assault
5/10/2021,0329,5/10/2021,2021,5,21060180,4D,500 B/O Georgia Ave NW,Ethnicity/National Origin,Ethiopian,ADW
5/12/2021,1620,5/12/2021,2021,5,21061601,1D,600 B/O H St NW,Ethnicity/National Origin,Chinese,Threats
5/12/2021,2110,5/13/2021,2021,5,21061763,2D,1400 B/O 14th St NW,Race,Black,Simple Assault
5/14/2021,1821,5/14/2021,2021,5,21062702,6D,700 B/O 51st St NE,Sexual Orientation,,ADW
5/18/2021,2003,5/19/2021,2021,5,21065047,4D,1400 B/O Otis Pl NW,Sexual Orientation,,Threats
5/20/2021,0900,5/20/2021,2021,5,21065727,3D,1100 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols
5/25/2021,1615,5/25/2021,2021,5,21068703,1D,800 B/O 5th St NW,Ethnicity/National Origin,African,Simple Assault
5/30/2021,1813,5/30/2021,2021,5,21071427,6D,200 B/O 57th St NE,Gender Identity/Expression,,Simple Assault
5/31/2021,0038,5/31/2021,2021,5,21071577,2D,1100 B/O K St NW,Race,Black,Sex Abuse
6/6/2021,1752,6/6/2021,2021,6,21075211,5D,1600 B/O Benning Rd NE,Gender Identity/Expression,,ADW
6/7/2021,1720,6/7/2021,2021,6,21075727,1D,Unit B/O Q St SW,Sexual Orientation,,Damage/Defacing/Destruction of Property
6/8/2021,1331,6/8/2021,2021,6,21076169,3D,1700 B/O Lanier Pl NW,Race,Black,Simple Assault
6/12/2021,1500,6/12/2021,2021,6,21078458,3D,500 B/O Florida Ave NW,Sexual Orientation,,ADW
6/12/2021,0300,6/13/2021,2021,6,21078810,4D,3100 B/O Georgia Ave NW,Ethnicity/National Origin,Ethiopian,ADW
6/16/2021,0750,6/16/2021,2021,6,21080594,2D,1200 B/O Massachusetts Ave NW,Ethnicity/National Origin,Hispanic,Threats
6/17/2021,0112,6/17/2021,2021,6,21080991,3D,1700 B/O Columbia Rd NW,Ethnicity/National Origin,Asian,Simple Assault
6/16/2021,2115,6/17/2021,2021,6,21081155,3D,1200 B/O Girard St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
6/18/2021,2100,6/18/2021,2021,6,21082033,6D,200 B/O 63rd St NE,Sexual Orientation,,ADW
6/19/2021,1230,6/19/2021,2021,6,21082367,2D,2700 B/O M St NW,Race,Black,Simple Assault
6/19/2021,1311,6/19/2021,2021,6,21082372,4D,800 B/O Venable Pl NW,Ethnicity/National Origin,Chinese,Threats
6/22/2021,1124,6/22/2021,2021,6,21083987,5D,2600 B/O Evarts St NE,Ethnicity/National Origin,Ethiopian,Threats
6/24/2021,2005,6/24/2021,2021,6,21085513,5D,1000 B/O Quincy St NE,Sexual Orientation,,Simple Assault
6/25/2021,0500,6/28/2021,2021,6,21087454,4D,1400 B/O Otis Pl NW,Sexual Orientation,,Simple Assault
7/5/2021,1234,7/6/2021,2021,7,21091642,4D,5200 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
7/6/2021,1100,7/7/2021,2021,7,21092692,4D,6100 B/O 14th St NW,Sexual Orientation,,Threats
7/7/2021,1615,7/7/2021,2021,7,21092966,2D,3500 B/O Connecticut Ave NW,Sex/Gender,Female,Robbery
7/8/2021,2322,7/9/2021,2021,7,21093819,1D,1100 B/O 2nd Pl SE,Sexual Orientation,,Simple Assault
7/9/2021,0225,7/9/2021,2021,7,21093850,4D,3100 B/O Georgia Ave NW,Gender Identity/Expression,,ADW
7/10/2021,0050,7/10/2021,2021,7,21094397,1D,600 B/O H St NW,Ethnicity/National Origin,Chinese,Threats
7/11/2021,2357,7/12/2021,2021,7,21095418,2D,3000 B/O K St NW,Race,Black,Threats
7/17/2021,2137,7/17/2021,2021,7,21098843,1D,400 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Threats
7/20/2021,2035,7/20/2021,2021,7,21100553,2D,1100 B/O I St NW,Sexual Orientation,,ADW
7/21/2021,2213,7/21/2021,2021,7,21101207,3D,1900 B/O 9th ST NW,Gender Identity/Expression,,Threats
7/23/2021,2114,7/23/2021,2021,7,21102327,1D,300 B/O Water St SE,Ethnicity/National Origin,Hispanic,Robbery
7/24/2021,1946,7/24/2021,2021,7,21102856,3D,2300 B/O 18th St NW,Sexual Orientation,,Simple Assault
7/25/2021,0135,7/25/2021,2021,7,21103032,2D,3300 B/O Prospect St NW,Sexual Orientation,,Leaving After Colliding
7/25/2021,1718,7/25/2021,2021,7,21103325,3D,1900 B/O 2nd ST NW,Ethnicity/National Origin,Chinese,Damage/Defacing/Destruction of Property
7/30/2021,1741,7/31/2021,2021,7,21106634,3D,2100 B/O 18th St NW,Race,Asian,Simple Assault
8/4/2021,0440,8/4/2021,2021,8,21108841,2D,2000 B/O P St NW,Ethnicity/National Origin,Turkish,Displaying Symbols
8/7/2021,2127,8/7/2021,2021,8,21108885,2D,3700 B/O Fulton St NW,Ethnicity/National Origin,Chinese,Simple Assault
8/5/2021,2330,8/6/2021,2021,8,21109780,5D,800 B/O 26th St NE,Gender Identity/Expression,,Robbery
8/10/2021,2042,8/10/2021,2021,8,21112525,6D,5100 B/O Clay Ter NE,Sexual Orientation,,ADW
8/13/2021,2240,8/14/2021,2021,8,21114199,3D,2200 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
8/18/2021,1015,8/18/2021,2021,8,21116476,5D,900 B/O Rhode Island Ave NE,Race,White,ADW
8/18/2021,1530,8/18/2021,2021,8,21116694,3D,2800 B/O Georgia Ave NW,Ethnicity/National Origin,Hispanic,Threats
8/20/2021,0148,8/20/2021,2021,8,21117484,2D,1400 B/O 14th St NW,Race,Black,Simple Assault
8/24/2021,1824,8/24/2021,2021,8,21120013,1D,600 B/O Massachusetts Ave NW,Race,Black,Simple Assault
8/28/2021,1000,8/28/2021,2021,8,21122308,2D,1200 B/O New Hampshire Ave NW,Religion,Jewish,Simple Assault
8/28/2021,1933,8/28/2021,2021,8,21122345,3D,900 B/O N St NW,Ethnicity/National Origin,Chinese,ADW
8/29/2021,1740,8/29/2021,2021,8,21122843,1D,800 B/O 5th St NW,Sexual Orientation,,Simple Assault
8/30/2021,2010,8/30/2021,2021,8,21123480,1D,500 B/O K St NW,Ethnicity/National Origin,Chinese,Simple Assault
9/2/2021,1200,9/2/2021,2021,9,21125046,5D,1800 B/O Perry Pl NE,Race,Black,Simple Assault
8/31/2021,1500,9/3/2021,2021,9,21125454,1D,1300 B/O Delaware Ave SW,Religion,Jewish,Damage/Defacing/Destruction of Property
9/3/2021,1557,9/3/2021,2021,9,21125631,2D,1000 B/O Vermont Ave NW,Sexual Orientation,,Simple Assault
9/9/2021,0140,9/9/2021,2021,9,21128638,1D,1100 B/O South Capitol St SW,Sexual Orientation,,Simple Assault
8/28/2021,0700,9/9/2021,2021,9,21128684,2D,1000 B/O 31st St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
9/9/2021,1952,9/9/2021,2021,9,21129138,4D,5200 B/O Georgia Ave NW,Race,Black,Threats
9/11/2021,2352,9/12/2021,2021,9,21130377,1D,500 B/O G St NW,Race,Black,Threats
9/13/2021,0700,9/13/2021,2021,9,21131010,2D,2500 B/O M St NW,Race,White,Simple Assault
9/13/2021,1513,9/13/2021,2021,9,21131236,2D,2200 B/O M St NW,Race,White,Simple Assault
9/14/2021,1920,9/14/2021,2021,9,21131993,3D,3300 B/O 14th St NW,Ethnicity/National Origin,Hispanic,Simple Assault
9/15/2021,2100,9/15/2021,2021,9,21132627,2D,2200 B/O Wisconsin Ave NW,Race,White,Simple Assault
9/17/2021,0854,9/17/2021,2021,9,21133387,5D,2200 B/O 25th Pl NE,Race,White,ADW
9/17/2021,1215,9/17/2021,2021,9,21133443,5D,2200 B/O 25th Pl NE,Race,Black,Damage/Defacing/Destruction of Property
9/18/2021,0933,9/18/2021,2021,9,21133959,5D,200 B/O L St NE,Gender Identity/Expression,,ADW
9/19/2021,1840,9/19/2021,2021,9,21134812,7D,3300 B/O 14th Pl SE,Sexual Orientation,,Simple Assault
9/26/2021,0257,9/26/2021,2021,9,21138472,2D,4900 B/O Wisconsin Ave NW,Ethnicity/National Origin,Middle Eastern,Simple Assault
9/29/2021,1255,9/29/2021,2021,9,21140392,7D,2200 B/O Hunter Pl SE,Ethnicity/National Origin,Middle Eastern,Simple Assault
10/2/2021,1650,10/2/2021,2021,10,21142442,5D,600 B/O Edgewood St NE,Gender Identity/Expression,,Simple Assault
10/13/2021,1335,10/13/2021,2021,10,21148753,4D,4800 B/O Fort Totten Dr NE,Sexual Orientation,,Simple Assault
10/20/2021,1852,10/20/2021,2021,10,21153055,3D,2000 B/O 14th St NW,Race,White,Threats
10/21/2021,2306,10/22/2021,2021,10,21153811,5D,Unit B/O M St NE,Race,Black,Simple Assault
10/23/2021,1938,10/23/2021,2021,10,21154854,5D,3100 B/O Rhode Island Ave NE,Gender Identity/Expression,,ADW
10/24/2021,0938,10/24/2021,2021,10,21155190,1D,Unit B/O Massachusetts Ave NE,Gender Identity/Expression,,Simple Assault
10/30/2021,2330,10/31/2021,2021,10,21158790,7D,Unit B/O Galveston St SW,Sexual Orientation,,Simple Assault
10/31/2021,1015,10/31/2021,2021,10,21159185,2D,600 B/O 22nd St NW,Religion,Jewish,Burglary
10/31/2021,1923,10/31/2021,2021,10,21159236,2D,1000 B/O Connecticut Ave NW,Ethnicity/National Origin,Iranian,Damage/Defacing/Destruction of Property
11/5/2021,1104,11/5/2021,2021,11,21161708,6D,200 B/O 57th Pl NE,Gender Identity/Expression,,Damage/Defacing/Destruction of Property
11/10/2021,2050,11/10/2021,2021,11,21164660,7D,1600 B/O U St SE,Race,Black,Damage/Defacing/Destruction of Property
11/16/2021,0710,11/16/2021,2021,11,21167369,2D,4500 B/O Wisconsin Ave NW,Gender Identity/Expression,,Threats
11/16/2021,1040,11/16/2021,2021,11,21167459,7D,800 B/O Barnaby Rd SE,Sexual Orientation,,Threats
11/16/2021,1356,11/16/2021,2021,11,21167545,2D,2800 B/O M St NW,Race,Black,Simple Assault
11/16/2021,1300,11/16/2021,2021,11,21167612,3D,3200 B/O 14th St NW,Race,Black,"Lewd, Indecent, Obscene Acts"
11/18/2021,0742,11/18/2021,2021,11,21168676,3D,1000 B/O L St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
11/18/2021,1641,11/18/2021,2021,11,21168802,7D,400 B/O Condon Ter SE,Gender Identity/Expression,,Simple Assault
11/19/2021,0459,11/19/2021,2021,11,21169048,1D,Unit B/O Massachusetts Ave NW,Race,Black,Threats
11/21/2021,0339,11/21/2021,2021,11,21170131,2D,2100 B/O Newport Pl NW,Race,Black,Damage/Defacing/Destruction of Property
11/21/2021,0821,11/21/2021,2021,11,21170206,6D,4800 B/O Quarles St NE,Sexual Orientation,,Damage/Defacing/Destruction of Property
12/2/2021,0817,12/2/2021,2021,12,21175667,7D,4000 B/O 1st St SE,Sexual Orientation,,Threats
12/10/2021,1142,12/10/2021,2021,12,21180161,5D,1500 B/O Rhode Island Ave NE,Gender Identity/Expression,,Simple Assault
12/11/2021,1830,12/11/2021,2021,12,21181004,7D,3900 B/O 1st St SE,Sexual Orientation,,ADW
12/12/2021,1919,12/12/2021,2021,12,21181342,2D,4300 B/O Wisconsin Ave NW,Ethnicity/National Origin,Lebanese,Threats
12/13/2021,0014,12/13/2021,2021,12,21181488,6D,4100 B/O Gault Pl NE,Sexual Orientation,,Simple Assault
12/15/2021,1545,12/15/2021,2021,12,21182968,1D,Unit B/O Massachusetts Ave NE,Ethnicity/National Origin,Asian,Simple Assault
12/15/2021,2110,12/15/2021,2021,12,21183145,5D,100 B/O Q St NE,Gender Identity/Expression,,Simple Assault
12/19/2021,2107,12/19/2021,2021,12,21185165,4D,5500 B/O 5th St NW,Sexual Orientation,,ADW
12/26/2021,1754,12/26/2021,2021,12,21188192,4D,7200 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
10/21/2021,1800,10/21/2021,2021,10,21999999,2D,3800 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols
1/5/2022,1230,1/5/2022,2022,1,22001924,6D,4800 B/O Quarles St NE,Sexual Orientation,,Threats
1/7/2022,0000,1/13/2022,2022,1,22005577,2D,1600 B/O Rhode Island Ave NW,Gender Identity/Expression,,Threats
1/14/2022,1410,1/14/2022,2022,1,22005859,2D,3900 B/O Chesapeake St NW,Race; Ethnicity/National Origin; Gender Identity/Expression,White; Jewish,Displaying Symbols
1/16/2022,0000,1/16/2022,2022,1,22006899,3D,3000 B/O 14th ST NW,Religion,Muslim,Threats
1/28/2022,0045,1/28/2022,2022,1,22012768,1D,Unit B/O Massachusetts Ave NE,Ethnicity/National Origin,Jewish,Displaying Symbols
2/4/2022,1621,2/4/2022,2022,2,22016383,2D,2100 B/O P ST NW,Race,White,Threats
2/9/2022,2100,2/9/2022,2022,2,22019148,7D,2200 B/O Bryan Pl SE,Sexual Orientation,,Simple Assault
2/10/2022,1630,2/10/2022,2022,2,22019595,1D,1100 B/O New Jersey Ave SE,Race,Black,Simple Assault
2/13/2022,1651,2/13/2022,2022,2,22021167,3D,2500 B/O 17th St NW,Sexual Orientation,,Threats
2/18/2022,0410,2/18/2022,2022,2,22023449,1D,300 B/O Indiana Ave NW,Race,Black,Simple Assault
2/26/2022,0012,2/26/2022,2022,2,22027288,2D,1000 B/O 17th St NW,Gender Identity/Expression,,Threats
2/25/2022,1730,2/25/2022,2022,2,22028012,2D,1800 B/O Connecticut Ave NW,Ethnicity/National Origin,Russian,Damage/Defacing/Destruction of Property
2/27/2022,1925,2/27/2022,2022,2,22028117,3D,1400 B/O Belmont St NW,Sexual Orientation,,Threats
3/3/2022,0554,3/3/2022,2022,3,22029870,5D,700 B/O New York Ave NE,Homelessness,ADW,
3/7/2022,1810,3/7/2022,2022,3,22032188,3D,2600 B/O Mozart Pl NW,Sexual Orientation,,Simple Assault
3/8/2022,0123,3/8/2022,2022,3,22032355,5D,1700 B/O H St NE,Homelessness,ADW,
3/9/2022,0252,3/9/2022,2022,3,22032929,5D,400 B/O New York Ave NE,Homelessness,Homicide,
2/25/2022,1115,3/13/2022,2022,3,22035146,1D,1900 B/O D St SE,Sexual Orientation,,Threats
4/2/2022,1807,4/3/2022,2022,4,22045909,2D,3800 B/O Wisconsin Ave NW,Race,White,Damage/Defacing/Destruction of Property
4/4/2022,1033,4/5/2022,2022,4,22046921,2D,4800 B/O Wisconsin Ave NW,Race,White,Simple Assault
4/5/2022,0955,4/5/2022,2022,4,22046955,1D,Unit B/O I St NW,Ethnicity/National Origin,Chinese,Simple Assault
4/6/2022,0005,4/6/2022,2022,4,22047375,3D,1800 B/O 14th St NW,Sexual Orientation,,Simple Assault
4/7/2022,1828,4/7/2022,2022,4,22048361,3D,1900 B/O 14th St NW,Sexual Orientation,,Simple Assault
4/10/2022,2100,4/10/2022,2022,4,22049921,3D,7th St NW & S St NW,Sexual Orientation,,Robbery
4/10/2022,0200,4/12/2022,2022,4,22050689,2D,1300 B/O I St NW,Gender Identity/Expression,,Threats
4/13/2022,0436,4/13/2022,2022,4,22051097,3D,2200 B/O 14th St NW,Gender Identity/Expression,,Threats
4/12/2022,2200,4/13/2022,2022,4,22051202,2D,4600 B/O Reservoir Rd NW,Ethnicity/National Origin,Ukrainian,Damage/Defacing/Destruction of Property
4/13/2022,1547,4/13/2022,2022,4,22051342,1D,800 B/O 7th St NW,Race,White,Threats
4/17/2022,1540,4/17/2022,2022,4,22053332,2D,Unit B/O Dupont Cir NW,Ethnicity/National Origin,Asian,Threats
4/21/2022,1102,4/21/2022,2022,4,22055215,3D,1500 B/O 14th St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
4/22/2022,2205,4/22/2022,2022,4,22055995,1D,Unit B/O Potomac Ave SE,Sexual Orientation,,Simple Assault
4/23/2022,0109,4/23/2022,2022,4,22056091,1D,Half St SW & P St SW,Ethnicity/National Origin,Asian,Simple Assault
4/24/2022,1639,4/24/2022,2022,4,22056930,3D,1800 B/O 14th St NW,Race,Black,Damage/Defacing/Destruction of Property
4/24/2022,2252,4/25/2022,2022,4,22057110,7D,1200 B/O U St SE,Sexual Orientation,,Simple Assault
4/21/2022,1730,4/25/2022,2022,4,22057228,7D,1300 B/O Southern Ave SE,Race,White,Threats
4/24/2022,1744,4/25/2022,2022,4,22057248,7D,1800 B/O Good Hope Rd SE,Sexual Orientation,,Threats
4/25/2022,1534,4/25/2022,2022,4,22057324,7D,400 B/O Condon Ter SE,Gender Identity/Expression,,Simple Assault
4/28/2022,1801,4/28/2022,2022,4,22059110,3D,Unit B/O Adams St NW,Sexual Orientation,,Threats
4/28/2022,2200,4/29/2022,2022,4,22059295,6D,4700 B/O Alabama Ave SE,Sexual Orientation,,Simple Assault
4/29/2022,1127,4/29/2022,2022,4,22059476,5D,900 B/O Bladensburg Rd NE,Ethnicity/National Origin,African,Simple Assault
5/5/2022,2335,5/6/2022,2022,5,22063229,2D,1200 B/O Wisconsin Ave NW,Religion,Muslim,Simple Assault
5/6/2022,1218,5/6/2022,2022,5,22063443,2D,3300 B/O Wisconsin Ave NW,Sexual Orientation,,Threats
5/10/2022,1845,5/10/2022,2022,5,22065645,6D,3800 B/O Minnesota Ave NE,Gender Identity/Expression,,ADW
5/12/2022,0130,5/12/2022,2022,5,22066418,4D,5700 B/O 6th St NW,Race; Sexual Orientation,White,Sex Abuse
5/13/2022,1700,5/13/2022,2022,5,22067370,2D,1600 B/O K St NW,Ethnicity/National Origin,Asian,Simple Assault
5/14/2022,1530,5/14/2022,2022,5,22067801,2D,5300 B/O Wisconsin Ave NW,Race,Black,Simple Assault
5/17/2022,1000,5/17/2022,2022,5,22069294,1D,500 B/O 3rd St NW,Ethnicity/National Origin,Jewish,Displaying Symbols
