Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group ,Top Offense Type
5/17/2022,1748,5/17/2022,2022,5,22069452,7D,2400 B/O Shannon Pl SE,Gender Identity/Expression,,ADW
5/18/2022,2142,5/18/2022,2022,5,22070136,2D,Unit B/O Dupont Cir NW,Race,White,Simple Assault
5/19/2022,1240,5/19/2022,2022,5,22070365,3D,4th St NW & Bryant St NW,Ethnicity/National Origin,Hispanic,Threats
5/15/2022,0400,5/20/2022,2022,5,22071156,3D,1600 B/O 16th ST NW,Gender Identity/Expression,,ADW
5/21/2022,1644,5/21/2022,2022,5,22071551,3D,15th St NW & V St NW,Sexual Orientation,,ADW
5/22/2022,1304,5/22/2022,2022,5,22071912,4D,3300 B/O Georgia Ave NW,Ethnicity/National Origin,Jewish,Simple Assault
5/29/2022,2228,5/29/2022,2022,5,22075848,1D,300 B/O G St NE,Gender Identity/Expression,,Simple Assault
5/29/2022,1830,6/1/2022,2022,6,22077469,3D,3200 B/O 14th St NW,Ethnicity/National Origin; Homelessness,Hispanic; Homelessness,ADW
6/3/2022,1527,6/3/2022,2022,6,22078595,1D,700 B/O Pennsylvania Ave SE,Sexual Orientation,,Damage/Defacing/Destruction of Property
6/9/2022,2000,6/9/2022,2022,6,22082153,5D,2500 B/O 10th St NE,Sexual Orientation,,Threats
6/11/2022,2230,6/11/2022,2022,6,22083267,5D,1100 B/O North Capitol St NE,Gender Identity/Expression,,Simple Assault
6/12/2022,1251,6/12/2022,2022,6,22083521,2D,2000 B/O P St NW,Sexual Orientation,,Threats
6/12/2022,1657,6/12/2022,2022,6,22083618,2D,2200 B/O Wisconsin Ave NW,Ethnicity/National Origin,Asian,Simple Assault
6/13/2022,1658,6/13/2022,2022,6,22084137,2D,3800 B/O Fort Dr NW,Ethnicity/National Origin,Jewish,Stalking
6/13/2022,1500,6/14/2022,2022,6,22084642,6D,4400 B/O Polk St NE,Race,Black,Damage/Defacing/Destruction of Property
6/16/2022,0832,6/16/2022,2022,6,22085573,7D,1500 B/O Alabama Ave SE,Gender Identity/Expression,,Simple Assault
6/16/2022,1041,6/16/2022,2022,6,22085652,5D,800 B/O Evarts St NE,Gender Identity/Expression,,Threats
6/17/2022,2226,6/18/2022,2022,6,22086499,3D,1500 B/O T St NW,Sexual Orientation,,ADW
6/20/2022,1840,6/20/2022,2022,6,22088005,5D,600 B/O 21st St NE,Sexual Orientation,,Simple Assault
6/13/2022,1937,6/30/2022,2022,6,22092979,5D,800 B/O 21st St NE,Sexual Orientation,,Threats
7/1/2022,1505,7/1/2022,2022,7,22093834,7D,2500 B/O Alabama Ave SE,Sexual Orientation,,Threats
7/3/2022,0808,7/3/2022,2022,7,22094700,1D,800 B/O 5th St NW,Sexual Orientation,,Simple Assault
7/3/2022,2058,7/3/2022,2022,7,22094977,5D,Unit B/O M St NE,Gender Identity/Expression,,Simple Assault
7/2/2022,0736,7/2/2022,2022,7,22097395,5D,700 B/O 21st St NE,Gender Identity/Expression,,Threats
7/9/2022,2049,7/9/2022,2022,7,22098196,2D,1000 B/O 14th St NW,Sexual Orientation,,Simple Assault
7/13/2022,1200,7/13/2022,2022,7,22100068,1D,400 B/O M St SE,Sexual Orientation,,Threats
7/13/2022,1925,7/13/2022,2022,7,22100290,2D,1400 B/O Pennsylvania Ave NW,Ethnicity/National Origin,Ethiopian,Simple Assault
7/16/2022,1752,7/16/2022,2022,7,22101829,1D,700 B/O Pennsylvania Ave SE,Gender Identity/Expression,,Simple Assault
7/20/2022,1312,7/20/2022,2022,7,22103742,7D,1300 B/O U St SE,Sexual Orientation,,Simple Assault
7/21/2022,0930,7/21/2022,2022,7,22104216,1D,1100 B/O 2nd Pl SE,Political Affiliation,,Simple Assault
7/22/2022,0245,7/22/2022,2022,7,22104668,2D,2100 B/O M St NW,Race,Black,ADW
7/22/2022,2216,7/23/2022,2022,7,22105091,3D,1300 B/O V St NW,Gender Identity/Expression,,Simple Assault
7/22/2022,2350,7/23/2022,2022,7,22105142,5D,1200 B/O Simms Pl NE,Race,Black,Damage/Defacing/Destruction of Property
7/27/2022,1156,7/27/2022,2022,7,22107329,1D,500 B/O 4th St NW,Race,Black,Simple Assault
7/30/2022,1520,7/30/2022,2022,7,22109009,2D,3400 B/O Connecticut Ave NW,Sexual Orientation,,Simple Assault
8/7/2022,1033,8/7/2022,2022,8,22113098,3D,1200 B/O 9th St NW,Ethnicity/National Origin,Mexican,Simple Assault
8/7/2022,1743,8/7/2022,2022,8,22113288,3D,1700 B/O 7th St NW,Sexual Orientation,,Simple Assault
8/8/2022,1530,8/8/2022,2022,8,22113753,1D,1100 B/O H St NE,Race,Asian,Threats
8/8/2022,2226,8/9/2022,2022,8,22113952,7D,1500 B/O Tubman Rd SE,Gender Identity/Expression,,Threats
8/10/2022,1520,8/10/2022,2022,8,22114800,7D,2400 B/O 25th St SE,Sexual Orientation,,Simple Assault
8/14/2022,1641,8/14/2022,2022,8,22116821,5D,3400 B/O 12th St NE,Religion,Catholic,Damage/Defacing/Destruction of Property
8/15/2022,1042,8/15/2022,2022,8,22117137,5D,3400 B/O 12th St NE,Religion,Catholic,Burglary
8/15/2022,1302,8/15/2022,2022,8,22117217,5D,500 B/O New York Ave NE,Race,Black,Simple Assault
8/17/2022,1914,8/17/2022,2022,8,22118443,2D,1400 B/O New York Ave NW,Ethnicity/National Origin,Chinese,Simple Assault
8/18/2022,0309,8/18/2022,2022,8,22118611,2D,900 B/O 15th St NW,Ethnicity/National Origin,Chinese,ADW
8/18/2022,0845,8/18/2022,2022,8,22118656,2D,900 B/O 17th St NW,Ethnicity/National Origin,African,ADW
8/20/2022,1447,8/20/2022,2022,8,22119894,6D,3700 B/O Minnesota Ave NE,Gender Identity/Expression,,ADW
8/22/2022,1205,8/22/2022,2022,8,22120884,4D,300 B/O Riggs Rd NE,Race,White,Threats
9/2/2022,0939,9/2/2022,2022,9,22126709,4D,6500 B/O Piney Branch Rd NW,Ethnicity/National Origin,Mexican,Threats
9/14/2022,1602,9/14/2022,2022,9,22133268,5D,1600 B/O Maryland Ave NE,Gender Identity/Expression,,Simple Assault
9/14/2022,1613,9/14/2022,2022,9,22133311,5D,2300 B/O Washington Pl NE,Sexual Orientation,,Threats
9/15/2022,0145,9/15/2022,2022,9,22133514,1D,300 B/O Water St SE,Ethnicity/National Origin,Chinese,Simple Assault
9/17/2022,2347,9/18/2022,2022,9,22135136,2D,1100 B/O 13th St NW,Ethnicity/National Origin,Hispanic,Simple Assault
9/30/2022,1849,9/30/2022,2022,9,22141834,6D,1800 B/O Minnesota Ave SE,Gender Identity/Expression,,Threats
